id,Umur,Kelas Pekerjaan 2,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
505,55,9,98746,5,10,2,10,2,0,0,50,1
506,36,9,170842,6,14,2,14,2,0,0,35,0
507,60,9,26721,5,10,2,8,2,0,0,40,0
508,67,9,274451,3,6,2,5,2,0,0,16,0
509,28,9,221215,3,6,1,3,2,0,0,40,0
510,41,9,340148,5,10,1,13,1,0,0,45,0
511,24,9,140001,3,9,1,6,2,0,0,35,0
512,60,5,93272,2,4,2,6,2,0,0,60,0
513,40,1,224361,2,5,3,1,1,0,0,5,0
514,39,9,215095,3,7,1,13,1,0,0,30,0
515,17,9,114420,3,7,1,6,1,0,0,30,0
516,33,9,59083,5,13,2,11,2,0,26628000,45,1
517,21,9,50411,3,9,1,12,2,0,0,40,0
518,30,9,209768,5,11,2,9,2,0,0,40,1
519,72,4,104090,5,13,2,14,2,0,0,40,0
520,38,9,210866,3,9,2,14,2,0,0,44,1
521,38,4,115215,3,6,3,9,2,0,0,40,0
522,31,8,113688,3,9,1,9,1,0,0,40,0
523,31,6,158291,5,13,1,8,2,120596000,0,40,1
524,43,4,451019,5,13,1,6,2,0,0,35,0
525,44,9,215304,5,13,2,13,2,0,0,45,1
526,54,4,310774,5,13,2,6,2,0,0,40,0
527,34,9,376979,2,5,1,8,2,0,0,40,0
528,76,1,211453,3,9,3,1,1,0,0,2,0
529,17,9,168807,2,4,1,8,2,0,0,45,0
530,57,1,296516,5,10,2,1,2,0,0,50,0
531,39,7,85566,5,13,2,13,2,0,0,40,0
532,29,7,51461,4,12,1,10,2,0,0,45,0
533,60,4,145209,3,9,2,6,2,0,0,60,0
534,67,9,94610,6,14,2,6,2,0,0,30,1
535,50,9,217577,3,9,3,9,1,0,0,40,0
536,41,5,99212,3,9,3,14,2,0,0,40,0
537,19,1,309284,5,10,1,1,2,0,0,40,0
538,26,9,129806,3,6,1,3,2,0,0,40,0
539,38,9,173968,3,9,2,8,2,0,0,45,0
540,26,1,109564,3,9,1,1,1,0,0,40,0
541,22,9,162282,5,11,1,14,2,0,0,40,0
542,52,9,94448,5,11,2,13,2,0,0,40,0
543,32,9,207172,5,10,1,6,1,0,0,40,0
544,48,9,83444,5,11,2,14,2,0,0,43,1
545,29,9,162312,5,11,1,9,2,0,0,40,0
546,35,9,135289,5,11,3,8,2,0,0,50,0
547,55,9,188382,5,10,2,9,2,0,0,48,1
548,27,6,225291,4,12,1,13,1,0,0,40,0
549,23,9,462294,4,12,1,7,2,0,0,44,0
550,45,6,257855,3,7,2,7,2,0,0,50,0
551,22,6,34029,5,13,1,13,1,0,0,20,0
552,55,9,256796,3,9,3,11,1,0,0,40,1
553,34,4,236391,3,7,2,6,1,0,0,30,0
554,41,9,116103,3,9,3,14,2,12796000,0,40,0
555,51,4,135102,3,9,2,5,2,0,0,65,0
556,55,9,180497,4,12,3,7,1,0,0,52,0
557,18,1,62854,3,7,1,1,2,0,0,40,0
558,51,9,133069,3,6,3,6,1,0,0,40,0
559,18,9,79443,2,5,1,9,2,0,0,40,0
560,36,9,167482,5,13,2,11,2,0,0,40,1
561,31,9,225053,3,9,3,5,2,0,0,45,0
562,53,9,123011,6,14,2,14,2,0,0,45,1
563,35,9,185325,5,13,2,13,2,0,0,50,1
564,58,9,441227,3,7,2,5,2,0,0,60,0
565,23,9,214635,3,9,1,8,2,0,0,40,0
566,36,8,239074,4,12,2,7,2,0,0,40,0
567,26,9,164170,5,10,1,6,1,0,0,35,0
568,47,4,33300,4,12,1,12,2,147280000,0,45,1
569,56,9,266091,5,13,1,13,1,0,0,45,0
570,50,9,185283,5,10,2,8,2,0,0,40,0
571,53,9,233369,5,10,3,14,1,0,0,40,0
572,51,9,135388,3,8,3,9,2,0,21896000,40,1
573,41,9,49797,5,10,3,14,1,0,0,40,0
574,43,9,101950,6,14,1,14,1,0,0,45,0
575,26,9,247196,5,10,1,3,2,0,0,35,0
576,26,9,322585,3,9,1,6,2,0,0,40,0
577,28,9,334368,5,11,1,13,1,65100000,0,40,0
578,43,9,185129,5,13,3,10,2,0,0,40,0
579,82,1,42435,3,6,3,1,2,0,0,20,0
580,36,9,126675,5,13,2,8,2,0,0,35,0
581,43,9,210844,5,13,3,14,1,0,0,40,1
582,34,9,258666,5,11,1,10,1,0,27636000,40,0
583,40,7,285000,5,13,3,11,1,0,0,40,0
584,20,9,366929,5,10,1,11,1,0,0,35,0
585,51,9,122288,5,10,3,9,1,0,0,36,0
586,51,9,29580,3,7,2,6,2,61404000,0,30,1
587,28,9,336951,3,9,2,8,2,0,0,40,0
588,26,9,167350,5,10,2,9,2,43918000,0,50,0
589,44,9,177905,5,10,3,9,2,0,0,58,1
590,56,9,170324,1,3,2,8,2,0,0,40,0
591,64,4,100722,5,13,2,11,2,0,0,5,0
592,42,9,112451,3,9,1,7,2,0,0,40,0
593,46,8,212120,5,11,2,11,2,0,0,40,1
594,17,9,81010,3,7,1,6,1,0,0,20,0
595,21,9,238068,3,9,2,9,2,0,0,40,0
596,73,9,157248,3,9,3,11,1,0,0,20,0
597,36,9,49626,3,9,2,14,2,0,0,40,0
598,41,6,201435,3,9,2,5,2,0,0,40,0
599,31,9,245500,5,13,1,13,1,0,0,25,0
600,31,9,45604,3,9,2,14,2,0,0,54,0
601,42,9,186376,5,13,2,7,2,0,0,72,1
602,17,9,245918,3,7,1,7,2,0,0,12,0
603,20,5,83141,5,10,1,8,2,0,0,18,0
604,56,4,144380,5,10,2,13,2,0,0,50,0
605,35,9,199753,3,9,1,9,2,0,0,48,0
606,39,9,101020,3,8,2,9,2,0,0,40,0
607,29,9,112403,5,10,1,3,2,0,0,35,0
608,51,8,254211,6,14,3,6,2,0,0,50,1
609,51,6,252029,7,16,3,13,1,0,0,45,1
610,50,9,155594,4,12,2,9,2,0,0,50,1
611,27,9,114158,5,11,1,11,1,0,0,35,0
612,21,9,140001,5,10,1,4,2,0,0,40,0
613,37,9,31023,3,9,2,8,2,0,0,51,0
614,36,9,199217,3,9,3,3,2,0,0,40,0
615,39,9,141802,5,10,3,11,1,0,0,40,0
616,61,4,115023,6,14,2,8,2,0,0,4,0
617,51,9,282744,5,13,2,12,2,0,0,40,0
618,34,9,187203,4,15,2,6,2,107632000,0,40,1
619,37,6,221740,5,13,2,13,1,0,0,30,1
620,25,9,206600,3,6,1,7,2,0,0,24,0
621,30,9,174789,3,9,2,6,2,0,0,40,0
622,34,9,93699,3,9,3,6,1,0,0,50,0
623,34,4,213887,7,16,2,13,2,0,0,32,1
624,30,9,206051,3,9,2,5,2,0,0,40,0
625,27,9,243569,3,7,2,3,2,55188000,0,40,0
626,18,1,344742,3,6,1,1,2,0,0,40,0
627,44,9,163331,5,10,3,11,1,0,0,32,0
628,31,9,169104,5,13,1,6,2,0,0,40,0
629,47,9,332727,5,13,2,13,2,0,0,60,1
630,45,9,22610,5,10,3,11,1,0,0,40,0
631,30,9,19302,5,10,1,11,2,0,0,48,0
632,33,9,281685,5,11,3,13,2,0,0,40,0
633,36,9,311255,3,9,2,9,2,0,0,40,0
634,25,9,191230,5,10,1,14,1,0,0,40,0
635,28,4,410351,3,9,2,14,2,0,0,40,0
636,30,9,221178,3,9,3,7,2,0,0,28,0
637,35,9,143385,3,9,2,3,2,0,0,40,0
638,57,9,182028,4,12,3,11,1,0,0,35,0
639,43,9,245056,3,9,2,11,2,0,0,40,1
640,47,6,193012,6,14,3,4,2,0,0,50,1
641,42,5,23813,5,10,2,13,2,40390000,0,30,0
642,37,9,116409,4,15,2,14,2,0,0,40,1
643,53,6,35305,5,13,3,13,1,0,0,57,0
644,20,9,309580,3,9,1,11,2,0,0,40,0
645,48,9,265083,3,6,3,6,1,0,0,38,0
646,31,9,197860,5,10,2,3,2,0,0,40,0
647,55,9,123436,5,11,2,13,2,0,0,40,1
648,33,9,220860,3,9,3,5,2,0,0,45,0
649,49,4,175622,5,13,2,13,2,0,0,40,1
650,23,9,580248,3,9,1,10,1,0,0,40,0
651,46,9,238162,5,13,2,8,2,0,0,45,1
652,22,9,113062,5,13,1,13,1,0,0,40,0
653,56,9,151474,2,5,3,6,1,0,0,40,0
654,77,9,183781,3,9,3,8,1,0,0,5,0
655,22,9,347867,3,9,2,6,2,0,24066000,40,0
656,39,9,165799,3,9,2,14,2,0,0,40,0
657,45,4,32172,3,9,2,12,2,0,0,70,0
658,45,9,38950,5,13,1,8,2,0,0,40,0
659,50,4,27539,5,10,2,12,2,107632000,0,40,1
660,32,9,101709,5,13,2,13,2,0,0,40,1
661,29,7,147256,4,12,1,13,2,0,0,40,1
662,25,9,38090,5,13,1,6,2,0,0,44,0
663,33,9,35378,5,13,2,6,1,0,0,45,1
664,27,5,243871,5,10,1,11,1,0,0,45,0
665,60,9,143932,3,9,2,8,2,0,0,40,0
666,54,9,81859,3,9,2,11,2,0,0,40,1
667,28,9,167336,5,10,1,14,1,147280000,0,40,1
668,26,9,90915,4,12,1,7,1,0,0,15,0
669,38,9,258761,3,9,3,14,2,0,0,50,0
670,21,9,170273,5,10,1,13,1,0,0,40,0
671,44,9,145441,5,13,2,14,2,102172000,0,48,1
672,54,9,315804,3,9,3,8,2,0,0,40,0
673,67,9,249043,5,10,2,6,2,94738000,0,40,0
674,43,9,178976,3,9,1,11,1,0,0,40,0
675,37,9,89718,5,10,2,5,2,0,0,45,0
676,21,9,225823,5,10,1,11,1,0,0,40,0
677,51,8,198186,5,13,3,13,1,0,0,40,0
678,50,9,33931,3,9,3,8,2,0,0,40,0
679,44,7,484879,5,13,3,13,1,0,0,40,0
680,45,9,155478,5,10,3,10,1,0,0,40,0
681,31,9,133861,4,12,3,14,2,0,0,40,0
682,28,4,149324,5,10,2,13,2,0,0,7,0
683,56,9,132026,5,13,2,6,2,107632000,0,45,1
684,27,9,200928,5,10,1,6,2,0,0,22,0
685,39,9,337898,5,13,3,14,2,0,0,55,0
686,40,9,169262,5,10,2,14,2,47754000,0,50,0
687,35,9,173586,3,9,2,8,2,0,0,45,1
688,54,1,180211,5,10,2,1,2,0,0,60,1
689,26,9,66692,5,10,3,11,1,0,0,40,0
690,17,9,269430,3,6,1,9,2,0,0,40,0
691,64,8,175534,7,16,2,13,2,0,0,40,1
692,43,9,188696,5,11,3,9,2,0,0,40,0
693,32,9,136331,5,13,2,6,2,0,26418000,40,1
694,40,9,167919,3,9,2,8,2,0,0,40,0
695,36,9,139743,5,10,3,13,1,0,0,40,0
696,37,9,179671,2,5,2,3,2,0,0,50,0
697,27,9,587310,2,4,1,7,2,0,0,35,0
698,56,9,154490,5,10,1,11,1,0,0,38,0
699,43,6,147328,6,14,2,14,2,0,27678000,60,1
700,38,9,234962,3,9,2,3,2,39606000,0,30,0
701,20,9,164441,3,9,1,7,2,0,0,40,0
702,63,9,246841,3,9,2,3,2,0,0,40,0
703,20,1,256504,5,10,1,1,1,0,0,30,0
704,20,9,146706,5,10,2,6,1,0,0,30,0
705,60,9,239576,6,14,2,5,2,0,0,10,0
706,32,9,48458,3,9,1,6,1,0,23366000,45,0
707,27,6,230885,5,13,2,4,2,0,0,45,1
708,46,4,43348,4,15,2,14,2,210336000,0,55,1
709,45,9,462440,3,7,3,7,1,0,0,20,0
710,29,5,260729,3,9,2,6,1,0,27678000,25,1
711,51,9,283314,5,13,2,8,2,210336000,0,40,1
712,50,9,221495,5,13,2,6,2,0,0,40,0
713,43,6,216070,6,14,2,14,1,0,0,50,1
714,37,9,208358,3,9,2,8,2,0,0,40,1
715,53,9,136080,3,9,3,2,1,0,0,50,0
716,35,9,233571,3,9,3,7,1,0,0,50,0
717,35,9,319831,3,9,3,8,2,0,0,60,0
718,20,8,55233,5,10,1,11,1,0,0,40,0
719,57,4,123778,3,9,2,6,2,0,0,48,0
720,37,9,33001,3,9,2,6,2,0,0,50,0
721,60,9,132529,3,9,2,7,2,0,0,40,0
722,26,9,116044,3,7,3,8,2,40698000,0,50,0
723,28,9,257283,3,9,1,5,2,0,0,40,0
724,36,8,210945,5,10,2,11,2,0,0,70,0
725,45,9,203653,3,9,2,11,2,102172000,0,40,1
726,32,9,223212,1,1,2,9,2,0,0,40,0
727,43,8,156996,4,15,2,13,2,0,33810000,55,1
728,74,9,145463,1,2,3,2,1,0,0,15,0
729,17,9,178953,3,8,1,6,1,0,0,20,0
730,36,9,257380,3,9,2,8,2,0,0,35,0
731,55,6,227386,5,13,2,13,2,0,0,40,1
732,42,9,52781,5,10,2,10,2,0,0,40,0
733,51,8,321494,3,9,1,7,2,0,0,40,0
734,34,9,275438,5,10,2,13,2,72492000,0,40,1
735,28,4,54683,5,10,1,8,2,0,22260000,40,0
736,28,9,129624,5,13,2,6,2,0,0,45,0
737,58,9,121111,3,9,2,6,1,0,0,40,0
738,35,9,193026,5,13,2,6,2,0,0,45,1
739,41,9,101593,5,13,2,14,2,0,0,60,1
740,73,9,159007,5,13,3,12,1,0,0,12,0
741,64,9,180401,3,6,2,5,2,0,0,40,1
742,29,9,130010,6,14,2,14,2,0,0,40,1
743,29,1,168873,5,10,3,1,1,0,0,30,0
744,24,5,189148,5,10,1,5,2,0,0,40,0
745,33,9,123253,5,13,2,14,2,0,0,55,1
746,33,9,76107,3,9,2,14,2,61404000,0,60,1
747,43,9,185057,3,9,3,14,1,0,0,30,1
748,52,9,218550,5,10,2,11,1,197176000,0,16,1
749,29,7,103389,4,15,1,13,1,67018000,0,40,1
750,42,9,124692,6,14,2,14,2,0,0,40,1
751,35,4,207568,2,4,2,12,2,0,0,75,0
752,53,1,29231,2,4,2,1,2,0,0,35,0
753,39,9,163205,5,13,3,13,2,0,0,50,1
754,42,6,277256,5,13,2,13,2,0,0,40,1
755,29,5,31778,3,9,3,13,2,0,0,25,0
756,34,9,195748,4,12,1,11,1,0,0,38,0
757,57,9,137653,3,9,2,11,1,0,0,40,0
758,38,9,173208,6,14,2,13,2,0,0,25,0
759,59,9,252714,3,9,2,9,2,0,0,30,0
760,47,9,27624,5,11,1,7,1,0,0,55,0
761,62,4,116626,7,16,3,14,1,0,0,40,1
762,52,9,186272,3,9,3,6,2,0,0,40,0
763,48,6,238959,6,14,3,14,1,133868000,0,40,1
764,46,9,148738,3,9,2,3,2,0,24360000,35,0
765,43,9,211518,3,9,3,11,1,0,0,40,0
766,44,9,230684,3,9,2,13,2,0,0,40,0
767,23,9,188950,5,11,1,6,2,0,0,40,0
768,32,9,255885,5,13,2,14,2,0,0,43,1
769,39,4,331481,5,13,3,8,2,0,23366000,60,0
770,84,9,188328,3,9,3,13,1,0,0,16,0
771,42,4,248094,3,9,2,12,2,0,0,50,0
772,55,9,129263,3,9,3,3,2,0,0,40,0
773,36,6,331902,5,10,3,11,1,0,0,35,0
774,19,9,258633,5,10,1,11,1,0,0,25,0
775,23,9,117767,5,13,2,6,2,0,0,40,0
776,24,9,200121,3,9,1,8,2,0,0,45,0
777,25,9,161027,5,13,2,10,2,72492000,0,40,1
778,25,9,220931,5,13,1,13,2,0,0,43,0
779,38,4,67317,5,13,2,12,2,0,0,60,0
780,44,9,367749,1,2,1,9,1,0,0,40,0
781,35,9,325802,4,12,3,3,1,0,0,24,0
782,31,9,209101,5,13,2,14,2,0,0,50,1
783,30,9,370183,3,9,2,10,2,0,0,40,0
784,35,9,243357,3,7,3,7,1,0,0,40,0
785,45,9,357540,5,13,2,6,2,0,28028000,55,0
786,46,5,123075,3,9,2,4,2,0,0,70,0
787,18,9,78528,3,7,1,7,2,0,0,20,0
788,41,4,214541,3,9,3,5,2,0,22260000,40,0
789,68,9,284763,3,7,3,5,2,0,0,70,0
790,45,9,168191,5,10,2,10,2,210336000,0,37,1
791,47,8,191858,4,12,2,11,2,0,0,40,1
792,54,8,201127,6,14,3,14,2,0,0,42,1
793,37,4,181553,3,9,3,8,2,0,0,50,0
794,23,9,245302,5,10,3,6,1,0,0,40,0
795,26,9,134287,5,11,1,6,1,0,0,35,0
796,41,9,152292,5,13,2,13,2,0,0,50,1
797,25,9,35854,5,10,2,6,1,0,0,40,0
798,28,1,157813,3,7,3,1,1,0,0,58,0
799,24,6,195808,3,9,1,4,2,0,0,40,0
800,64,9,312498,5,13,2,6,2,0,0,40,0
801,29,9,36440,5,13,1,11,1,0,0,40,0
802,20,9,130840,3,9,1,8,2,0,0,20,0
803,43,9,145762,5,13,2,14,2,0,0,40,0
804,24,7,165201,5,10,2,11,1,0,0,45,0
805,31,9,158672,3,7,3,7,2,0,0,38,0
806,44,9,104269,3,9,2,8,2,0,0,40,1
807,37,9,262278,5,11,2,14,2,210336000,0,45,1
808,47,9,152572,3,9,1,7,1,0,0,40,0
809,30,9,128065,5,10,2,10,2,0,0,45,0
810,49,9,147032,3,9,2,7,1,0,0,8,0
811,27,9,394927,3,9,1,8,2,0,0,40,0
812,33,9,159247,5,13,2,13,2,0,0,40,1
813,57,9,41680,5,10,3,10,1,0,0,40,0
814,25,9,182227,4,12,1,13,2,0,0,55,0
815,31,9,271933,5,10,2,9,1,0,0,40,0
816,41,9,43711,3,9,1,7,2,0,0,30,0
817,58,6,156649,1,2,3,3,2,0,0,40,0
818,65,9,88513,3,9,2,6,2,0,0,18,0
819,20,4,190968,2,4,1,8,2,0,0,20,0
820,32,9,204663,3,9,1,5,2,0,0,45,0
821,37,9,50837,2,4,3,14,2,0,0,50,0
822,28,9,79702,5,10,1,11,2,0,0,40,0
823,37,8,419053,3,9,3,8,2,0,0,40,0
824,33,9,119033,2,5,2,3,2,0,0,40,0
825,33,9,549413,5,10,2,11,2,0,0,40,1
826,39,6,132879,5,13,2,13,2,0,26418000,40,1
827,51,9,427781,3,9,2,5,2,0,0,40,0
828,41,9,110318,6,14,3,7,1,0,0,30,0
829,49,9,198126,2,4,1,12,2,0,0,40,0
830,26,9,190762,5,10,2,6,2,0,0,18,0
831,23,9,433669,4,12,1,11,2,0,0,40,0
832,24,9,345066,3,9,1,3,1,0,0,50,0
833,42,4,69333,5,11,2,5,2,61404000,0,80,1
834,52,9,202115,3,9,2,7,1,0,0,25,0
835,21,9,174907,3,9,1,11,1,0,0,40,0
836,44,9,296728,6,14,2,14,2,0,0,40,1
837,29,9,132675,3,7,3,7,1,0,0,40,0
838,26,9,159732,5,10,2,14,2,0,0,60,0
839,81,1,106765,5,10,3,1,1,0,0,4,0
840,21,9,53306,3,9,1,6,2,0,0,40,0
841,45,9,103331,5,10,2,7,2,0,0,40,0
842,27,9,244751,3,9,1,11,2,0,0,40,0
843,31,9,203488,3,9,1,5,2,0,0,50,0
844,32,9,553405,5,13,2,6,2,1399986000,0,50,1
845,53,8,68985,3,9,2,11,2,0,0,40,0
846,28,4,159623,5,10,1,13,2,0,0,30,0
847,30,9,460408,3,9,2,8,2,0,0,40,1
848,36,9,209993,1,2,3,7,1,0,0,20,0
849,70,9,210673,3,6,3,11,2,0,0,20,0
850,20,1,114813,3,6,3,1,1,0,0,40,0
851,24,1,316524,5,13,1,1,1,0,0,40,0
852,61,9,29059,3,9,3,6,1,0,38556000,25,0
853,29,9,145182,3,9,1,4,1,0,0,20,0
854,26,9,133766,3,9,2,12,2,0,0,70,0
855,24,9,96178,5,13,1,11,1,0,0,40,0
856,57,6,189824,5,10,2,3,2,102172000,0,40,1
857,43,7,23157,3,9,1,5,2,0,0,60,0
858,29,9,363425,5,13,1,13,2,0,0,40,0
859,42,9,108506,3,9,2,5,2,0,0,60,0
860,58,9,204678,5,13,2,10,1,0,0,40,1
861,51,9,350131,3,9,3,11,1,0,32746000,40,0
862,51,9,182187,5,13,1,13,2,0,0,35,0
863,50,9,177705,5,13,3,7,2,0,0,40,0
864,33,9,392812,6,14,2,14,2,0,27678000,50,1
865,53,9,171058,5,10,3,3,1,0,0,40,0
866,29,9,193932,3,9,1,5,2,0,0,40,0
867,55,6,209535,6,14,2,13,2,0,0,40,1
868,70,7,345339,5,13,1,14,2,0,0,40,0
869,21,7,48121,5,10,1,14,2,0,22428000,10,0
870,35,9,116369,3,9,1,8,2,0,0,40,0
871,31,9,182896,3,9,1,8,1,0,0,40,0
872,52,4,154728,3,9,2,8,2,0,0,40,0
873,28,9,251905,5,13,2,13,2,0,0,50,0
874,29,1,199116,3,9,2,1,2,33698000,0,40,0
875,46,8,162187,5,13,2,13,2,0,0,40,1
876,19,9,117444,3,9,1,8,2,0,0,40,0
877,48,9,182566,5,13,2,6,2,0,0,40,1
878,43,9,164693,5,11,2,8,2,0,0,50,0
879,19,9,607799,3,9,1,9,1,0,0,60,0
880,31,9,345277,5,13,3,13,1,0,0,40,0
881,38,9,69306,5,10,3,8,1,0,0,40,0
882,27,9,158156,7,16,1,13,1,0,0,70,0
883,49,6,223342,5,10,3,11,1,0,0,44,0
884,32,9,222654,3,6,3,9,2,0,0,40,0
885,17,9,140117,3,7,1,6,1,0,0,14,0
886,49,5,106634,6,14,1,14,1,389592000,0,35,1
887,28,9,115549,5,10,1,9,2,0,0,60,0
888,27,9,209891,5,10,1,3,2,0,0,50,0
889,49,5,148437,5,13,1,6,2,0,0,60,0
890,68,9,192656,5,10,3,8,2,0,0,10,0
891,43,9,184378,5,13,2,13,2,0,0,35,0
892,28,5,191129,3,9,1,14,2,0,0,65,1
893,63,7,109735,3,9,3,11,1,0,0,38,0
894,23,9,209483,5,13,1,11,1,0,0,50,0
895,31,9,442429,3,9,3,8,1,0,0,40,0
896,24,9,282202,3,9,1,7,2,0,0,40,0
897,23,9,175778,5,10,1,7,1,0,0,20,0
898,46,9,224582,5,10,1,9,1,0,0,52,0
899,23,9,33423,5,10,1,6,1,0,0,30,0
900,41,9,66118,5,13,3,13,1,0,0,40,0
901,64,1,168340,3,9,2,1,2,0,0,40,1
902,46,9,113390,6,14,2,11,2,0,24360000,60,0
903,33,9,319422,5,10,2,5,2,0,0,60,0
904,17,1,94492,3,6,1,1,1,0,0,30,0
905,49,9,423222,6,14,2,6,2,0,0,50,1
906,29,9,107458,3,9,2,5,2,0,0,40,0
907,27,6,163862,3,9,2,5,2,0,0,60,0
908,54,5,162439,3,9,2,14,2,0,0,98,1
909,59,9,100453,2,4,3,7,1,0,0,38,0
910,22,9,408385,3,6,1,3,2,0,0,40,0
911,37,9,220237,5,13,2,14,2,72492000,0,40,1
912,27,9,109611,2,5,2,9,1,0,0,37,0
913,52,7,108836,5,13,2,4,2,0,0,48,1
914,40,9,84136,3,9,2,8,2,0,0,25,0
915,37,9,38468,5,10,1,11,1,0,0,40,0
916,63,9,206052,3,9,2,8,2,0,0,40,0
917,57,4,138892,3,7,2,6,2,0,0,15,0
918,44,9,201924,5,13,3,6,1,0,0,35,0
919,40,9,230961,5,10,2,6,2,0,0,40,0
920,26,7,93806,5,10,1,11,2,0,0,25,0
921,50,9,474229,3,9,3,9,2,0,0,40,0
922,36,6,28996,3,9,2,5,2,0,0,40,0
923,45,6,61885,6,14,2,13,2,0,0,37,1
924,28,9,132078,5,13,1,13,1,0,0,40,0
925,34,9,118551,5,13,1,7,1,0,0,35,0
926,36,9,383518,5,10,2,11,1,1399986000,0,40,1
927,51,4,32372,3,8,2,7,2,0,0,99,0
928,28,9,487347,3,9,1,5,2,0,0,45,0
929,59,4,134470,3,9,2,12,2,36890000,0,60,0
930,60,9,74243,5,11,3,8,1,0,0,30,0
931,79,9,120707,7,16,2,13,2,280714000,0,35,1
932,33,9,34574,3,9,2,5,2,0,0,43,0
933,37,9,173128,3,9,3,7,2,0,0,40,0
934,68,9,193666,7,16,2,13,2,280714000,0,55,1
935,26,9,172230,3,9,1,11,2,0,0,40,0
936,30,4,370498,5,10,1,6,2,0,0,40,0
937,46,9,35136,3,6,3,11,2,0,0,40,0
938,30,9,131699,3,9,3,5,2,0,0,40,0
939,30,9,302149,5,13,2,6,2,0,0,40,0
940,24,9,201799,5,13,1,5,1,0,0,84,0
941,20,1,348148,3,7,1,1,2,0,0,40,0
942,45,9,130561,3,7,1,6,1,0,0,35,0
943,60,9,116230,2,4,2,8,2,0,0,40,0
944,33,4,235271,5,13,3,6,2,0,0,50,1
945,28,6,312372,3,9,1,3,2,0,0,40,0
946,38,9,143909,4,12,2,13,2,0,0,40,1
947,21,9,218957,3,7,1,8,2,0,0,45,0
948,58,9,94345,3,9,2,6,2,0,0,40,0
949,18,9,426836,1,3,1,3,2,0,0,40,0
950,36,9,193855,3,9,2,8,2,0,0,40,0
951,62,9,113080,2,4,3,8,2,0,0,40,0
952,45,9,276087,5,11,2,13,2,0,0,24,1
953,27,9,373499,1,3,1,7,2,0,0,60,0
954,43,9,397963,3,9,3,3,2,8316000,0,16,0
955,25,9,274228,3,9,2,10,2,0,0,84,0
956,29,9,253799,3,8,1,14,2,0,0,42,0
957,25,9,123083,5,13,1,13,1,0,0,40,0
958,55,9,227856,5,13,2,14,2,102172000,0,60,1
959,43,6,212206,5,11,2,11,1,0,0,40,1
960,45,9,341762,6,14,2,14,2,0,0,65,1
961,58,9,225623,5,10,2,7,2,0,0,40,0
962,47,9,323798,4,15,2,13,2,210336000,0,55,1
963,50,9,138852,6,14,2,14,2,210336000,0,50,1
964,18,9,245199,3,6,1,5,2,0,0,40,0
965,23,9,163595,5,13,2,6,2,0,0,40,0
966,17,9,152652,3,7,1,3,2,0,0,25,0
967,38,9,105803,6,14,2,13,2,0,0,40,1
968,20,9,24967,3,9,1,12,2,0,0,47,0
969,37,9,105813,5,11,2,11,2,102172000,0,40,1
970,37,9,112271,3,7,2,8,2,0,0,40,1
971,19,9,355712,5,10,1,6,1,0,0,25,0
972,47,9,262043,5,13,2,11,1,0,0,40,0
973,58,4,162970,5,10,2,8,2,0,0,40,0
974,46,6,165484,4,12,2,14,2,0,0,44,1
975,30,6,303485,5,10,1,5,1,0,0,40,0
976,63,1,146196,5,13,2,1,2,0,0,40,0
977,35,9,187112,5,13,1,7,1,0,0,45,0
978,53,9,142411,5,11,3,13,1,0,0,40,0
979,46,9,188325,5,10,2,9,2,0,0,50,1
980,61,6,313852,5,13,3,13,1,0,0,40,0
981,38,9,203763,3,9,3,11,1,0,0,40,0
982,38,9,430035,2,5,2,12,2,0,0,54,0
983,43,9,341204,5,10,3,11,1,0,0,40,0
984,25,9,164488,4,12,1,14,2,0,0,45,0
985,34,9,265706,6,14,1,6,2,0,0,60,1
986,44,9,96129,5,13,2,14,2,0,0,40,1
987,51,4,218311,5,10,3,6,1,0,0,50,0
988,26,9,379246,5,10,1,7,1,0,0,40,0
989,46,6,247053,6,14,2,13,2,0,0,40,1
990,67,8,231604,3,9,1,11,2,0,0,40,1
991,18,9,345285,3,7,1,6,1,0,0,20,0
992,23,9,151888,5,10,1,6,2,0,0,40,0
993,36,9,102729,5,10,1,8,2,0,0,40,0
994,23,9,91733,5,13,1,10,1,46550000,0,40,0
995,27,9,192384,4,15,2,11,2,0,0,40,0
996,31,9,123397,3,9,2,5,1,72492000,0,35,1
997,18,9,217439,3,9,1,7,1,0,0,28,0
998,22,9,300871,5,10,2,10,2,0,0,40,0
999,24,9,275421,5,11,1,9,1,0,0,40,0
1000,54,6,277777,5,13,2,13,1,43442000,0,40,1
1001,36,4,28738,4,12,3,6,1,0,0,35,0
1002,36,6,403681,5,13,2,13,2,0,0,40,1
1003,37,9,189922,4,12,2,10,2,0,0,50,1
1004,53,9,161691,6,14,3,14,1,68110000,0,40,0
1005,18,9,226956,3,9,1,6,1,0,0,24,0
1006,33,7,162705,5,10,3,7,1,0,0,99,1
1007,61,5,98350,7,16,2,14,2,0,0,40,1
1008,24,4,34918,5,11,1,7,1,0,0,38,0
1009,25,4,108001,2,5,1,8,2,0,0,15,0
1010,28,9,270366,3,6,3,6,1,0,0,40,0
1011,38,9,125933,5,13,3,14,2,389592000,0,45,1
1012,20,9,293726,5,10,1,8,2,0,0,40,0
