id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu
36518,36,6,191161,5,10,2,4,2,0,0,57
36519,42,7,121265,6,14,3,13,2,0,0,40
36520,43,7,310969,4,15,2,13,2,0,0,40
36521,22,9,231053,3,7,2,9,2,0,0,70
36522,53,9,208570,3,9,2,6,1,0,0,26
36523,36,9,187167,4,12,2,6,1,0,0,40
36524,23,9,64292,5,10,1,11,1,0,0,40
36525,43,9,152629,3,9,2,8,2,0,0,40
36526,27,9,226441,5,13,1,13,1,0,0,40
36527,19,1,182590,3,6,1,1,1,0,0,38
36528,21,9,308237,1,3,2,3,2,0,0,40
36529,52,9,146015,3,9,2,8,2,0,0,40
36530,20,4,263498,5,11,1,12,2,0,0,40
36531,25,9,629900,5,13,2,13,1,0,0,40
36532,34,9,136862,1,2,1,7,1,0,0,40
36533,46,9,192963,5,13,2,11,2,0,33810000,35
36534,23,9,211527,5,10,1,3,2,0,0,60
36535,30,4,250499,5,10,2,11,1,0,0,55
36536,18,1,379070,5,10,1,1,2,0,0,40
36537,23,9,372898,3,9,2,6,1,0,0,40
36538,46,9,169042,3,6,1,7,1,0,0,25
36539,22,9,183594,3,9,1,8,2,0,0,40
36540,25,9,156163,5,10,1,11,1,0,0,40
36541,31,8,210926,3,9,3,3,1,0,0,40
36542,32,9,168854,5,13,2,6,2,0,25872000,50
36543,39,9,33355,3,9,2,5,2,102172000,0,48
36544,46,7,164023,5,10,2,4,2,0,0,70
36545,50,9,355954,5,13,2,14,2,0,0,50
36546,22,9,86849,5,10,1,7,1,0,0,20
36547,31,9,144064,5,10,2,14,2,0,0,40
36548,31,9,178615,5,13,2,13,2,0,0,40
36549,36,9,367216,5,10,2,7,1,0,0,28
36550,53,9,208321,3,9,2,7,2,0,24360000,40
36551,30,9,172748,3,9,2,14,2,0,0,40
36552,59,9,653215,3,7,3,5,1,0,0,40
36553,52,5,177727,3,6,2,6,2,56896000,0,45
36554,38,9,452353,5,10,3,11,1,0,0,40
36555,25,9,139012,5,13,1,6,2,30436000,0,40
36556,56,9,105582,5,10,2,7,2,0,0,45
36557,21,9,212619,5,11,1,9,2,0,0,40
36558,41,6,213154,5,10,2,11,1,0,0,40
36559,44,9,118059,7,16,2,13,2,0,0,55
36560,26,9,165418,4,12,2,8,2,0,0,40
36561,61,9,355645,2,5,2,9,2,0,0,20
36562,32,9,154785,5,10,1,11,1,0,0,40
36563,64,8,199298,2,4,3,7,1,0,0,30
36564,20,9,637080,5,10,1,6,2,0,0,25
36565,35,9,164526,5,10,2,8,2,0,0,40
36566,38,9,196123,3,9,2,8,2,0,0,50
36567,18,1,348533,3,9,1,1,1,0,0,3
36568,18,1,267399,3,8,1,1,1,0,0,12
36569,37,9,195189,5,10,3,7,1,0,0,40
36570,59,9,167963,3,9,1,11,2,0,0,40
36571,44,8,243636,5,11,2,8,2,0,0,40
36572,40,9,167265,6,14,3,13,2,0,0,43
36573,28,9,274964,3,9,2,8,2,0,0,38
36574,42,9,56072,4,12,2,6,2,0,0,45
36575,18,9,282609,1,3,1,3,2,0,0,30
36576,65,9,261334,2,5,3,6,1,0,0,40
36577,40,9,220460,3,9,1,8,2,0,0,40
36578,32,6,32587,3,9,3,7,2,0,0,40
36579,32,9,316589,5,13,2,14,2,0,0,40
36580,35,4,267776,3,9,1,7,1,0,0,30
36581,50,9,462966,3,6,2,7,2,0,0,8
36582,41,9,274363,5,10,3,6,2,0,0,80
36583,58,6,283635,5,13,1,13,1,0,0,40
36584,34,9,299507,5,11,1,8,1,0,0,40
36585,54,9,197189,5,13,2,5,2,0,0,40
36586,46,9,163021,3,9,1,11,1,0,0,40
36587,29,9,160786,5,10,2,9,2,0,0,46
36588,44,9,177083,3,9,3,11,1,0,0,40
36589,37,8,470663,5,10,1,8,2,0,0,40
36590,39,9,210945,3,9,1,11,2,0,0,48
36591,43,9,191149,3,9,3,14,1,0,0,40
36592,29,9,154571,5,10,1,8,2,0,0,40
36593,19,1,46400,5,10,1,1,1,0,0,32
36594,26,9,266505,3,9,2,6,2,70182000,0,38
36595,49,4,130206,3,9,3,7,1,0,0,40
36596,45,4,28497,5,13,2,12,2,0,20790000,70
36597,31,9,202450,3,9,2,9,2,0,22022000,40
36598,44,9,106900,6,14,2,13,2,0,0,44
36599,38,9,111128,5,10,3,11,2,0,0,40
36600,22,9,335067,5,13,1,14,2,0,0,20
36601,28,6,172270,5,10,3,11,1,0,0,45
36602,62,1,121319,3,9,1,1,2,0,0,40
36603,69,1,473040,1,3,3,1,2,0,0,40
36604,41,9,194360,3,9,2,8,2,0,26418000,40
36605,46,9,163229,2,4,2,5,2,0,0,40
36606,45,4,58683,5,10,2,5,2,0,0,40
36607,36,9,355856,1,3,1,7,2,0,0,40
36608,51,1,295538,5,10,2,1,2,0,0,40
36609,17,9,115551,3,7,1,7,1,0,0,20
36610,35,9,225860,5,11,2,8,2,0,0,40
36611,50,9,193871,5,13,3,14,1,0,0,40
36612,37,9,256723,5,10,3,11,1,0,0,35
36613,33,9,119913,5,11,2,13,2,0,0,40
36614,27,9,69757,5,10,1,11,1,0,0,60
36615,29,9,144784,3,9,1,7,1,0,0,40
36616,33,9,361497,3,9,1,5,2,0,0,70
36617,42,9,91585,5,10,3,10,1,0,0,40
36618,39,9,117166,3,6,2,9,2,36890000,0,40
36619,46,4,176863,3,9,2,14,2,0,0,40
36620,53,5,116211,5,10,2,14,2,0,0,40
36621,59,4,156797,3,9,3,14,1,189700000,0,60
36622,25,9,215384,3,7,1,7,2,0,0,40
36623,42,9,89073,3,9,2,13,2,0,0,48
36624,27,9,161155,3,6,1,7,2,0,0,40
36625,29,7,382272,5,13,1,8,2,0,0,40
36626,39,9,187046,3,9,2,6,2,56896000,0,38
36627,50,6,50459,3,9,2,14,2,0,0,42
36628,52,1,115209,4,15,2,1,1,0,0,40
36629,22,9,464103,1,2,1,8,2,0,0,40
36630,45,9,174127,5,10,1,9,2,0,0,40
36631,27,7,122660,5,13,1,13,1,0,0,40
36632,49,6,170846,6,14,3,14,1,0,0,40
36633,37,9,126011,5,11,3,10,2,0,0,40
36634,31,9,367314,3,9,3,11,1,0,0,40
36635,32,9,347623,3,9,2,9,2,0,0,40
36636,24,9,500509,3,9,1,7,2,0,0,40
36637,23,9,70919,5,13,1,14,2,0,0,40
36638,52,9,111700,5,10,3,6,1,0,0,20
36639,26,9,157617,5,13,1,6,2,0,0,45
36640,58,6,205267,5,13,2,13,1,0,0,40
36641,37,9,86310,5,10,3,11,1,0,0,45
36642,36,9,157954,3,9,3,11,1,0,0,40
36643,33,5,182714,5,13,1,13,1,0,0,40
36644,21,9,20728,3,9,1,6,1,57414000,0,40
36645,31,4,279015,5,10,2,14,2,0,26418000,40
36646,39,9,175232,5,10,2,13,2,0,0,50
36647,42,1,56483,5,10,2,1,1,0,0,14
36648,28,9,150309,3,9,2,9,2,0,0,45
36649,21,1,305466,5,10,1,1,2,0,0,70
36650,20,9,74631,5,10,1,6,1,0,0,40
36651,25,9,159662,3,9,2,6,2,0,0,26
36652,18,9,263024,3,9,1,6,1,0,0,40
36653,20,1,229843,5,10,1,1,1,0,0,20
36654,56,9,81220,5,10,1,11,1,0,0,40
36655,29,9,153805,3,9,1,9,2,0,0,40
36656,33,9,111567,6,14,2,14,2,0,26628000,45
36657,24,6,403471,5,10,1,11,1,0,0,48
36658,29,7,48634,5,13,1,4,1,0,0,40
36659,45,6,167334,6,14,1,13,2,0,0,50
36660,49,5,195727,3,9,2,6,2,0,0,40
36661,45,9,77085,5,13,2,8,2,0,0,40
36662,71,4,28865,3,9,2,12,2,0,0,15
36663,68,9,124686,2,4,3,9,1,0,0,10
36664,17,9,191260,2,5,1,7,2,14770000,0,24
36665,39,9,98776,5,10,3,14,2,0,0,50
36666,55,4,51499,5,10,2,12,2,0,0,72
36667,74,4,168951,3,9,2,12,2,0,0,14
36668,38,9,107302,5,10,2,8,2,43442000,0,40
36669,24,9,88126,3,9,1,8,2,0,0,40
36670,57,9,301514,3,9,2,6,2,0,0,40
36671,40,9,160369,6,14,2,14,2,0,33810000,45
36672,36,7,235779,5,13,1,14,1,0,0,40
36673,60,9,181200,3,8,2,11,2,0,0,40
36674,41,7,539019,5,10,1,12,2,0,0,40
36675,22,9,251196,5,10,1,4,1,0,0,20
36676,34,9,253616,5,10,2,8,2,0,0,60
36677,44,9,27242,4,12,2,8,2,0,0,40
36678,33,9,477106,3,9,2,5,2,0,0,40
36679,59,1,441227,6,14,2,1,2,102172000,0,50
36680,43,9,242968,6,14,2,14,2,0,0,40
36681,42,1,137390,3,9,2,1,2,0,0,40
36682,43,9,48193,4,12,2,10,2,0,0,40
36683,29,1,315026,3,9,3,1,1,0,0,40
36684,66,6,36364,3,9,2,8,2,0,31738000,40
36685,37,6,128054,5,10,3,11,1,0,0,40
36686,40,7,177083,6,14,1,14,1,0,0,35
36687,51,9,22211,6,14,2,13,2,0,26628000,60
36688,19,9,191889,3,9,1,8,2,0,0,25
36689,40,9,353142,5,10,3,9,1,0,0,40
36690,22,9,320615,2,4,1,8,2,0,0,35
36691,17,1,130969,2,5,1,1,2,0,0,20
36692,27,9,445365,5,13,1,11,2,0,0,40
36693,36,9,61778,5,10,2,8,2,0,0,60
36694,23,9,107882,5,13,1,11,1,0,0,40
36695,42,9,296749,5,10,3,9,2,0,0,45
36696,21,9,100345,3,9,1,9,2,0,0,40
36697,18,9,179020,3,9,1,9,1,0,0,48
36698,69,1,156387,3,9,2,1,2,0,0,40
36699,20,9,353195,3,9,1,8,2,0,0,35
36700,65,9,183170,3,9,3,7,2,0,0,25
36701,25,9,430084,5,10,1,5,2,0,0,40
36702,29,9,154236,3,9,2,9,2,61404000,0,58
36703,17,1,27251,3,7,3,1,2,0,0,40
36704,26,9,137658,5,10,1,11,1,0,0,45
36705,39,9,150057,5,10,2,8,2,0,0,55
36706,42,9,154374,6,14,2,8,2,0,0,55
36707,32,6,43959,5,13,2,13,2,0,0,40
36708,49,9,32212,3,9,2,14,1,0,0,43
36709,36,9,195516,3,9,3,9,2,0,0,40
36710,21,9,131404,3,9,1,9,2,0,0,30
36711,53,4,196328,3,9,2,14,2,0,0,45
36712,45,9,170092,5,10,3,7,1,0,0,50
36713,28,9,110169,5,11,3,11,1,0,0,3
36714,62,4,192236,5,13,3,13,1,0,0,40
36715,57,9,199713,3,9,2,9,2,0,0,55
36716,33,9,121966,3,9,3,11,1,0,0,40
36717,45,7,156065,5,13,3,11,1,0,0,40
36718,29,4,227890,5,13,1,13,2,0,0,40
36719,34,4,372793,5,13,3,14,2,0,0,21
36720,45,5,142719,5,13,2,14,2,0,0,40
36721,28,9,192591,5,13,1,11,1,0,0,45
36722,32,9,193285,3,9,1,8,2,0,0,40
36723,25,9,443855,3,9,2,7,2,0,0,40
36724,25,9,198318,3,9,2,9,2,0,0,50
36725,39,6,89508,3,9,2,8,2,0,0,40
36726,56,9,109015,5,10,2,14,1,107632000,0,50
36727,46,9,117310,3,9,3,6,1,0,0,36
36728,39,4,339029,5,13,2,14,2,0,0,50
36729,49,9,294671,5,13,2,6,2,0,0,50
36730,32,9,129020,5,13,2,7,2,0,0,40
36731,31,9,191834,3,9,3,9,2,0,0,40
36732,46,6,187749,5,13,2,13,2,0,0,40
36733,66,9,192504,6,14,2,6,2,0,0,40
36734,57,9,194161,3,9,2,5,2,0,0,42
36735,39,9,187098,4,15,2,14,1,210336000,0,47
36736,27,9,97490,5,10,3,8,1,0,0,40
36737,32,9,309903,3,6,1,7,1,0,0,25
36738,21,9,109667,5,10,1,7,2,0,0,40
36739,33,6,237298,5,10,3,11,1,0,0,40
36740,45,9,220641,5,10,3,14,1,0,0,40
36741,24,9,43387,5,13,2,14,2,0,0,55
36742,23,9,203076,5,10,1,9,2,0,0,40
36743,24,9,202721,5,10,1,11,1,0,0,40
36744,22,9,112693,3,9,2,8,2,0,0,35
36745,68,6,137518,3,9,3,11,1,0,0,33
36746,38,9,102178,3,9,2,5,2,0,0,50
36747,34,9,136721,3,9,3,14,1,0,0,40
36748,25,9,266668,5,10,1,14,2,0,0,20
36749,56,9,345730,5,13,2,13,2,0,0,45
36750,20,9,59948,3,9,1,7,1,0,0,18
36751,28,5,31717,3,9,2,14,2,0,0,45
36752,82,1,194590,5,11,3,1,1,0,0,8
36753,45,9,513660,5,13,1,13,2,0,0,40
36754,28,9,137063,4,15,2,13,2,0,0,65
36755,58,5,179781,5,13,2,6,2,0,0,70
36756,24,9,206671,5,11,2,8,2,0,0,40
36757,45,9,262802,5,13,3,14,1,0,0,40
36758,64,4,217380,4,15,3,13,2,0,35826000,60
36759,35,5,135436,4,15,2,13,2,0,0,50
36760,23,9,216129,5,10,1,3,2,0,0,40
36761,26,9,61996,3,9,3,11,1,0,0,62
36762,45,9,97176,3,7,3,11,1,0,0,16
36763,31,9,196227,3,9,3,7,1,0,0,40
36764,24,9,186213,5,10,2,10,2,0,0,50
36765,43,4,207578,7,16,2,13,2,0,0,42
36766,25,4,136309,3,7,1,6,2,0,0,40
36767,34,1,73296,3,7,1,1,1,0,0,40
36768,31,9,200246,2,5,1,7,2,0,0,40
36769,33,9,221324,3,9,1,9,1,0,0,40
36770,17,7,117906,3,6,1,12,2,0,0,40
36771,22,1,199426,5,10,1,1,1,0,0,40
36772,44,9,765214,6,14,3,14,2,0,35826000,40
36773,39,5,206362,5,11,2,8,2,0,0,40
36774,23,9,206861,5,10,1,10,2,0,0,25
36775,46,9,94809,5,10,3,2,1,0,0,30
36776,34,6,234096,4,12,2,13,2,0,0,40
36777,30,9,27207,3,7,2,8,2,0,0,45
36778,46,4,481987,5,10,2,13,2,0,0,35
36779,46,4,214627,5,13,2,6,2,0,27678000,45
36780,32,9,117369,3,9,1,7,2,0,0,48
36781,33,9,473133,7,16,2,13,2,210336000,0,50
36782,38,9,104089,5,11,1,8,2,0,0,40
36783,40,9,201908,5,11,2,14,2,0,0,40
36784,31,9,257644,3,7,1,5,2,0,0,40
36785,39,9,207824,3,9,1,3,2,0,0,60
36786,35,9,308691,6,14,2,9,2,0,0,48
36787,67,4,431426,3,9,2,11,1,0,0,2
36788,56,9,169086,7,16,2,13,2,0,0,55
36789,43,6,144778,3,9,2,14,2,0,0,40
36790,17,9,98005,3,7,1,6,1,0,0,16
36791,53,1,123011,3,9,2,1,2,0,0,40
36792,22,9,170583,3,7,1,8,2,0,0,40
36793,30,6,73796,5,13,3,13,1,0,0,40
36794,34,9,229732,5,11,2,8,2,0,0,40
36795,44,9,228057,3,9,3,11,1,0,0,40
36796,29,7,293287,5,10,1,7,1,0,0,40
36797,20,9,230113,5,10,1,7,2,0,0,50
36798,73,1,139049,3,9,3,1,1,0,0,22
36799,21,9,34506,3,9,3,7,1,0,0,35
36800,57,9,173090,3,9,3,6,1,0,0,32
36801,33,9,258498,5,10,2,8,1,0,0,60
36802,31,6,127651,3,6,1,5,2,0,24374000,40
36803,44,6,193144,3,9,3,11,1,0,0,35
36804,43,9,117158,5,10,2,8,2,0,0,45
36805,38,9,320305,2,4,2,11,2,0,0,40
36806,25,9,36943,4,12,3,7,1,0,0,32
36807,52,9,217663,3,9,2,6,2,0,0,45
36808,29,9,88432,5,11,2,8,2,0,0,50
36809,36,9,176101,5,10,1,8,2,30436000,0,60
36810,68,9,99491,5,10,3,7,1,0,0,20
36811,36,9,225399,3,9,2,8,2,102172000,0,40
36812,29,9,206889,3,9,1,3,2,0,0,40
36813,27,9,189589,5,10,3,10,1,0,0,40
36814,69,4,187332,4,15,2,13,2,280714000,0,45
36815,24,9,175183,3,9,1,11,1,0,0,40
36816,41,5,160120,7,16,2,6,2,0,0,40
36817,23,9,325596,5,13,1,10,2,0,0,40
36818,34,4,198068,3,9,2,8,2,0,0,40
36819,47,9,195963,2,4,1,5,2,0,0,48
36820,22,9,131291,3,9,1,7,2,0,0,20
36821,32,9,193380,3,9,1,5,2,0,0,40
36822,48,9,175958,5,13,3,13,2,0,0,30
36823,26,9,341672,5,10,1,11,2,0,0,60
36824,37,8,141029,6,14,3,13,1,0,0,40
36825,35,9,44780,5,10,2,11,1,107632000,0,20
36826,36,9,108103,3,9,2,7,2,0,0,50
36827,21,9,322674,5,10,1,7,2,0,0,32
36828,48,9,185079,3,9,1,14,1,0,0,50
36829,29,9,137063,3,9,1,6,2,0,0,38
36830,63,9,124242,3,9,2,11,2,0,0,40
36831,26,4,200681,3,9,2,14,2,0,0,40
36832,33,9,226629,5,10,2,7,1,0,0,35
36833,34,9,127610,5,13,1,13,1,0,0,15
36834,55,9,308373,5,10,2,14,1,0,0,40
36835,52,9,169785,5,10,1,14,1,0,0,50
36836,27,9,137063,5,13,2,6,2,0,0,50
36837,31,9,175778,5,13,1,13,1,0,0,40
36838,59,9,171355,7,16,2,14,2,0,0,40
36839,23,9,201490,3,9,1,3,2,0,0,35
36840,35,6,230754,6,14,1,13,1,0,0,40
36841,27,9,124953,3,9,1,7,2,0,27720000,40
36842,27,9,199998,3,9,3,8,1,0,0,32
36843,47,5,201699,4,12,2,14,2,0,0,50
36844,42,9,89003,5,13,2,3,2,0,0,50
36845,47,9,257824,5,10,2,14,2,0,0,45
36846,27,9,216481,5,13,1,13,1,0,0,40
36847,58,4,266707,1,2,2,5,2,0,30506000,18
36848,29,9,84560,3,9,1,3,2,0,0,40
36849,41,9,153031,5,10,2,6,2,0,0,65
36850,19,9,472807,1,2,1,3,2,0,0,52
36851,18,9,311795,3,8,1,6,1,0,0,20
36852,46,9,59287,5,10,2,8,2,0,0,40
36853,18,9,220836,3,7,1,7,1,0,0,20
36854,36,6,339772,3,9,3,14,2,0,0,40
36855,32,4,37232,4,15,2,13,2,107632000,0,45
36856,72,9,131699,5,10,3,11,1,0,0,6
36857,23,9,249277,3,9,1,14,2,0,0,75
36858,48,9,96798,6,14,3,6,2,0,0,35
36859,22,9,200109,3,9,2,2,1,63112000,0,40
36860,31,9,122609,3,9,3,11,1,0,0,40
36861,27,9,74056,5,11,2,8,2,0,0,48
36862,33,4,67482,5,11,3,7,1,0,0,99
36863,29,9,304595,6,14,1,6,2,0,0,50
36864,54,6,188446,3,9,2,7,2,0,0,40
36865,22,9,127647,3,9,1,7,1,0,0,36
36866,47,6,103540,5,13,2,13,2,0,0,50
36867,31,4,213307,3,6,2,7,1,0,0,28
36868,41,9,120277,5,13,2,13,2,0,0,40
36869,24,9,330724,5,13,1,13,2,0,0,16
36870,54,9,46401,5,10,3,7,1,0,0,47
36871,24,9,92609,5,13,1,14,2,0,0,45
36872,50,9,98975,5,13,2,14,2,210336000,0,40
36873,33,5,218164,5,10,2,8,2,102172000,0,55
36874,27,9,294451,3,7,2,12,2,0,0,40
36875,52,9,186224,3,9,2,5,2,0,0,40
36876,22,1,229997,5,10,2,1,1,0,0,40
36877,30,9,66194,5,13,1,13,1,0,0,60
36878,21,9,206681,5,10,1,6,1,0,0,15
36879,28,9,173110,3,9,1,14,1,0,0,40
36880,27,9,167031,5,13,1,13,1,0,0,33
36881,36,9,297449,5,13,3,13,2,197176000,0,40
36882,23,9,236804,5,13,1,14,2,0,0,30
36883,61,9,95680,5,10,2,9,2,0,0,40
36884,42,7,404573,4,15,3,13,1,0,0,40
36885,57,9,317847,6,14,3,14,2,0,39536000,50
36886,50,9,338033,5,10,1,7,2,0,0,32
36887,20,9,334105,5,10,1,7,1,0,0,10
36888,44,9,222635,1,3,2,9,2,0,0,40
36889,20,9,210781,5,10,1,11,1,0,0,20
36890,20,9,471452,5,10,1,7,2,0,0,30
36891,48,4,96975,3,9,3,7,1,0,0,45
36892,24,9,373628,5,13,1,6,1,0,21056000,40
36893,58,9,473836,2,4,3,12,1,0,0,45
36894,54,6,173050,6,14,2,13,2,107632000,0,40
36895,50,1,313445,3,9,3,1,1,0,0,40
36896,33,9,36222,7,16,2,13,2,0,0,45
36897,22,9,148187,3,7,1,7,2,0,0,40
36898,45,9,201865,7,16,2,14,2,0,0,45
36899,24,7,154432,5,13,1,9,2,0,0,35
36900,39,9,491000,5,13,1,14,2,0,0,45
36901,39,9,342768,5,10,2,5,2,0,0,40
36902,40,9,214010,5,13,1,7,2,0,0,37
36903,24,9,190709,5,10,2,5,2,0,0,65
36904,43,9,106900,5,10,2,13,2,0,0,40
36905,24,9,233777,5,10,1,6,2,0,0,50
36906,25,9,48029,5,10,2,14,2,0,0,40
36907,20,9,316043,3,7,1,7,2,8316000,0,20
36908,39,4,31848,5,10,2,12,2,39606000,0,90
36909,30,9,377017,5,10,2,3,2,0,0,32
36910,44,9,101593,5,13,2,6,2,0,0,60
36911,38,9,189623,5,13,2,13,2,0,26418000,40
36912,68,9,211287,6,14,2,14,2,0,33488000,40
36913,54,9,230919,3,9,2,8,2,0,0,40
36914,30,6,183000,6,14,2,13,2,0,0,45
36915,76,9,84428,5,10,3,6,1,28868000,0,37
36916,52,9,159755,5,13,2,14,2,0,26418000,40
36917,24,9,201179,3,9,1,7,2,0,0,40
36918,30,9,340917,3,9,1,8,2,0,0,40
36919,32,7,92003,5,13,2,14,1,0,0,40
36920,18,9,118376,5,10,1,7,1,0,0,15
36921,49,9,148475,5,11,3,10,1,0,0,40
36922,22,1,228686,5,10,3,1,2,0,22428000,25
36923,41,9,197372,3,9,2,8,2,0,0,60
36924,60,9,308608,3,9,2,6,2,0,0,50
36925,18,9,232024,3,7,1,9,2,0,0,55
36926,38,7,187119,6,14,3,14,1,0,0,50
36927,19,4,194205,5,10,1,7,1,0,0,40
36928,23,9,109307,5,11,1,14,2,0,0,40
36929,19,9,162954,3,9,1,6,1,0,0,30
36930,42,9,156526,5,10,1,10,2,0,0,33
36931,63,4,29859,2,4,2,12,2,107632000,0,60
36932,19,9,134252,3,9,1,7,2,0,0,35
36933,58,4,130714,6,14,2,14,2,0,0,50
36934,22,9,130724,5,10,1,6,2,0,0,25
36935,18,9,334676,3,9,1,3,2,0,0,25
36936,21,9,231053,3,9,1,9,2,0,0,30
36937,20,9,164529,3,7,1,12,2,0,0,40
36938,38,9,51838,3,9,2,13,1,0,0,40
36939,36,4,188972,7,16,3,13,1,0,0,10
36940,23,9,87528,5,13,1,6,1,0,0,45
36941,30,9,270886,5,10,1,7,1,0,0,40
36942,45,9,106113,5,10,2,14,2,0,0,40
36943,42,9,349884,3,6,2,8,2,0,0,35
36944,42,4,214242,4,15,2,13,2,0,26628000,50
36945,39,9,105813,3,9,2,8,2,0,0,40
36946,24,5,142404,5,13,2,14,2,0,0,40
36947,35,9,93225,3,9,2,8,2,0,0,40
36948,49,9,144844,3,9,2,5,2,0,0,52
36949,38,9,205339,2,5,2,9,2,0,0,40
36950,74,4,119129,3,9,2,6,2,0,30086000,20
36951,36,9,334366,3,7,3,14,1,0,0,32
36952,22,9,162667,3,9,1,3,2,0,0,50
36953,23,9,285775,3,9,1,4,2,0,0,42
36954,24,9,106373,3,9,3,3,2,0,0,40
36955,46,9,183013,5,13,3,8,2,0,0,50
36956,34,9,104293,5,13,1,11,1,0,0,40
36957,23,6,203353,5,13,1,14,1,0,0,12
36958,45,9,187370,6,14,3,14,2,104020000,0,70
36959,66,4,219220,3,9,2,12,2,37142000,0,40
36960,31,9,332379,5,10,2,5,2,0,0,50
36961,51,5,304955,3,9,2,14,2,107632000,0,50
36962,51,9,244572,3,9,3,7,1,0,0,37
36963,44,9,109912,7,16,2,14,1,210336000,0,32
36964,30,9,158002,5,10,1,8,2,0,0,55
36965,23,9,244771,5,10,1,9,1,0,0,20
36966,64,1,109108,3,9,3,1,1,0,0,20
36967,26,9,331861,5,13,1,14,2,0,0,60
36968,23,9,332657,5,10,1,7,1,0,0,25
36969,21,9,250939,5,10,1,9,2,0,0,35
36970,23,9,283969,3,6,1,3,2,0,0,40
36971,31,9,48588,5,10,2,8,2,0,0,40
36972,41,9,425049,3,9,2,5,2,0,0,50
36973,28,9,194690,2,4,3,7,2,0,0,60
36974,22,5,120753,5,13,1,6,2,0,0,50
36975,23,9,362623,3,6,2,7,2,0,22022000,30
36976,36,9,191754,3,9,2,8,2,0,0,50
36977,27,9,214695,3,9,1,6,2,0,0,60
36978,70,9,235781,5,10,3,12,2,0,0,40
36979,40,9,225263,5,10,2,14,1,0,0,45
36980,29,9,298696,5,10,1,7,1,0,0,40
36981,23,9,102652,3,9,1,6,1,0,0,35
36982,47,4,39518,5,13,2,6,2,0,0,60
36983,51,6,35211,3,9,2,5,2,0,0,40
36984,28,9,64940,3,9,1,3,1,0,0,40
36985,48,9,315423,1,3,2,5,2,0,0,40
36986,30,9,209432,3,9,2,11,1,0,0,40
36987,39,1,86551,3,8,2,1,2,0,0,40
36988,19,9,285750,3,9,1,3,2,0,0,30
36989,39,9,218490,5,13,2,6,2,0,25872000,40
36990,30,9,232475,3,9,3,8,2,0,0,40
36991,34,8,341051,6,14,2,11,2,0,0,50
36992,40,9,54102,5,10,3,6,1,0,0,20
36993,28,9,116298,2,4,1,9,2,0,0,45
36994,33,9,79303,3,9,2,12,2,0,0,45
36995,39,5,131288,4,12,2,6,2,72492000,0,48
36996,46,5,175958,3,8,2,8,2,0,0,45
36997,33,9,598802,5,10,3,11,1,0,0,40
36998,34,9,398988,5,13,1,6,2,0,0,40
36999,26,9,141876,5,11,2,6,2,43442000,0,45
37000,72,6,45612,4,12,3,13,1,0,0,16
37001,20,9,230891,5,10,1,6,2,0,0,45
37002,27,9,177761,5,10,2,12,2,0,0,50
37003,23,9,236601,5,10,1,10,2,0,0,48
37004,61,9,192237,3,6,3,6,1,0,0,40
37005,25,9,133373,3,9,3,8,2,0,0,40
37006,36,9,100681,5,10,1,11,2,34482000,0,40
37007,30,9,207172,3,7,1,4,1,0,0,35
37008,64,1,220258,3,9,3,1,1,0,0,24
37009,81,9,192813,2,4,2,3,2,0,0,25
37010,36,9,356838,7,16,2,13,2,0,0,50
37011,70,5,247383,5,10,2,14,2,0,0,40
37012,19,9,106306,5,10,1,8,1,0,0,20
37013,37,8,243177,5,10,1,11,1,0,0,40
37014,42,9,344624,3,9,2,5,2,0,26628000,50
37015,49,9,135643,3,9,3,8,1,0,0,40
37016,34,9,400416,3,7,1,9,2,0,0,45
37017,90,9,311184,5,13,2,6,2,0,0,20
37018,32,9,205581,5,10,3,10,1,0,0,50
37019,61,7,151459,3,6,1,7,1,0,0,38
37020,36,9,33394,5,13,2,6,2,0,26418000,35
37021,62,9,78273,5,10,1,9,1,0,0,40
37022,23,9,73514,3,9,1,11,1,0,0,40
37023,18,1,210652,3,9,1,1,2,0,0,15
37024,41,9,140590,5,10,1,6,2,0,0,33
37025,35,9,174938,3,9,2,11,2,0,0,40
37026,52,9,128871,2,4,3,9,1,0,0,64
37027,63,4,117681,5,11,2,12,2,0,0,40
37028,31,9,328199,3,9,1,10,1,32956000,0,40
37029,42,9,175515,3,9,2,8,2,0,0,40
37030,23,9,65481,3,9,2,9,1,0,0,40
37031,22,1,219122,5,10,1,1,2,0,0,40
37032,43,9,52498,3,9,3,14,1,0,0,40
37033,34,6,143766,5,10,1,4,2,0,0,40
37034,32,9,164190,3,9,2,3,2,0,0,30
37035,46,9,428405,5,13,2,14,2,0,0,40
37036,44,1,276096,5,10,1,1,2,0,0,45
37037,17,9,153542,3,6,1,6,1,0,0,20
37038,59,9,168145,3,9,3,8,1,0,0,40
37039,35,5,135289,3,9,2,7,2,0,0,60
37040,44,9,104196,6,14,2,13,2,0,0,45
37041,29,9,269354,5,10,1,11,2,0,0,40
37042,19,9,261259,5,10,1,3,2,0,0,35
37043,35,9,144937,3,9,2,8,2,0,0,42
37044,57,9,49893,6,14,2,13,2,0,0,60
37045,17,9,171080,3,7,1,7,2,0,0,12
37046,27,9,247711,5,13,1,6,1,0,31612000,55
